name,type,latitude,longitude
Calderwood Alternative School,school,33.5020283,-112.2919734
Villa De Paz Elementary School,school,33.5071843,-112.2853511
Unknown,park,33.7473304,-111.9932184
Sonoran Flats Park South,park,33.6424403,-112.0642577
Sonoran Flats Park North,park,33.6454444,-112.0642562
North Valley Christian Academy,school,33.7892205,-112.1164094
Ninos Park,park,33.4395735,-112.0895007
Unknown,park,33.6871733,-112.0143634
Montessori,school,33.5701401,-112.0517138
Marconi Beam Primary School,school,-33.8733797,18.5083488
Alkire Park,park,33.433558,-112.094489
Unknown,school,33.4008473,-112.2785114
Unknown,park,33.4643699,-112.0733953
Raintree Gardens Park,park,33.4862566,-112.2076015
Unknown,park,33.4797191,-112.1776698
Sevilla East School,school,33.5157231,-112.1418133
Solano Elementary School,school,33.5181604,-112.0923444
Madison Rose Lane Elementary School,school,33.5262792,-112.0574026
Montecito Community School,school,33.4982057,-112.0638328
Edison School,school,33.4577818,-112.0444357
Papago School,school,33.470211,-112.0031607
Academy of Excellence,school,33.4534971,-112.0031604
David Crockett School,school,33.4553778,-112.0031718
Tillman Middle School,school,33.4611175,-111.9891341
Unknown,park,33.6428521,-112.0254015
Ladmo Park,park,33.4842814,-112.1481243
Academy of Math and Science,school,33.5085543,-112.2019059
Inspiration Mountain School,school,33.7309012,-112.1817173
Yunya Park,park,33.4482634,-112.1210119
Unknown,park,33.3980073,-112.0487336
Community Park,park,33.7417976,-112.1145921
Community Park,park,33.7386945,-112.1108499
Unknown,park,33.7366966,-112.1106177
Triangle Park,park,33.740523,-112.1121149
Unknown,park,33.3690224,-112.0939658
HonorHealth Sonoran Crossing Medical Center,hospital,33.7856541,-112.1299973
Unknown,police,33.5301676,-112.0368077
Beth El Cemetery,grave_yard,33.4600066,-112.1124357
Sprouts Farmers Market,supermarket,33.3760984,-112.1879616
Unknown,school,33.5427965,-112.0620724
Unknown,school,33.605002,-111.9422065
Rancho Solano Preparatory School,school,33.6269583,-111.9591923
Thunderbird High School,school,33.6127848,-112.0970136
Los Vecinos Soccer Field,park,33.4687183,-112.1530518
Los Vecinos Dog Park,park,33.4688797,-112.1553631
Phoenix Manor Mini Golf Putting Area,park,33.4780469,-112.1477441
Unknown,park,33.4672073,-112.1588333
Unknown,park,33.4763516,-112.2169928
Maryvale Baseball Park,park,33.4906199,-112.1721517
Walmart Supercenter,supermarket,33.7083048,-112.1128137
Shamrock Park,park,33.4729623,-112.1133284
Unknown,park,33.3978873,-112.0841421
Unknown,park,33.3986753,-112.0856786
Unknown,park,33.3938551,-112.0851366
Loma Linda School,school,33.4920681,-112.0372879
Unknown,park,33.4654908,-112.1350297
Unknown,prison,33.8324679,-112.1620468
Unknown,school,33.7185051,-112.1364386
Unknown,school,33.7157693,-112.1379566
Deem Hills East Trail Head,park,33.7334193,-112.1435036
The Creighton Academy,school,33.467802,-112.0197974
Explorer Middle School,school,33.6877704,-111.9852069
Unknown,school,33.6806135,-112.0012749
Unknown,park,33.6817269,-111.9979814
Kuban Park,park,33.4390875,-112.1295788
Unknown,school,33.6614704,-112.0104491
St. Agnes Catholic School,school,33.4682166,-112.0313761
Machan School,school,33.4779605,-112.035353
Saint Agnes School,school,33.4735005,-112.0307688
Unknown,park,33.6900286,-111.9983549
Unknown,park,33.6872489,-112.0004605
Unknown,park,33.6755415,-112.0315629
Unknown,park,33.7073675,-112.03552
Desert Hills Trailhead,park,33.798009,-112.0846257
Cave Creek Landfill,landfill,33.7886289,-111.9973366
Unknown,park,33.6828116,-112.015147
Fry's Food and Drug,supermarket,33.797187,-111.9766971
Self Development Academy,school,33.4941255,-112.050077
Unknown,park,33.4115866,-112.2883015
Unknown,park,33.4032646,-112.2753011
Unknown,park,33.4228517,-112.2466311
Unknown,park,33.5030893,-112.2952421
Unknown,park,33.5040508,-112.3005511
Unknown,park,33.4696916,-112.2576942
Unknown,park,33.4661256,-112.2616717
Unknown,park,33.4706645,-112.2673047
Unknown,park,33.3902991,-112.1238459
Unknown,park,33.3906087,-112.1141229
Unknown,park,33.3868967,-112.1098478
Unknown,park,33.3830965,-112.1099057
Unknown,park,33.3829439,-112.106177
Unknown,park,33.3841227,-112.1037472
Unknown,park,33.384555,-112.1029335
Unknown,park,33.390847,-112.1057536
Unknown,park,33.3825372,-112.1005579
Unknown,park,33.3756602,-112.1149343
Unknown,park,33.3731314,-112.1105342
Unknown,park,33.3730731,-112.108093
Monte Vista School,school,33.4868801,-112.0058915
Unknown,park,33.3822014,-112.1024214
Estrella Foothills Elementary School,school,33.3424931,-112.1761828
Unknown,park,33.4642792,-112.1995481
Unknown,kindergarten,33.4378318,-112.0716769
Academy of Math & Science - Desert Sky,school,33.464926,-112.1831642
New Way Academy,school,33.4737448,-111.9726469
Sprouts Farmers Market,supermarket,33.5546092,-112.1011932
Griffith Elementary School,school,33.4682324,-111.983435
St. Catherine of Siena Catholic School,school,33.3881771,-112.0721946
Metropolitan Arts Institute,school,33.46695,-112.0830467
Family Resource Center,school,33.5326775,-112.141891
Excelencia School Center,school,33.4643586,-112.0353274
Monorchid Park,park,33.4589211,-112.0708776
Sunland Estates Park,park,33.3955142,-112.0797131
Momo Park,park,33.3960556,-112.0662578
Coffelt-Lamoreaux Park,park,33.4334984,-112.1014767
Virginia Park,park,33.4768397,-112.0495073
Florence Crittenden Home,park,33.4579237,-112.0601273
Phoenix Police Department,police,42.2745673,-122.8168772
Southern Hills Community Park,park,33.3589439,-112.1133235
Eototo Park,park,33.4076521,-112.0332336
Lenang Park,park,33.4093671,-112.0248898
God's Garden Neighborhood Park,park,33.4049036,-112.0224529
Yapa Park,park,33.4017236,-112.0227094
Unknown,park,33.8806515,-112.1685937
Mong Park,park,33.4089218,-112.0499315
Kipok Park,park,33.4096549,-112.0848426
Ho-E Park,park,33.4118189,-112.076948
Capitol Elementary School,school,33.4522617,-112.0948192
God's Garden Preschool,kindergarten,33.2923855,-112.0537662
Cave Creek Park - Sandlilly,park,33.5929244,-112.1137309
Cave Creek Park - Larkspur,park,33.601874,-112.110501
Cave Creek Park - Sweetwater,park,33.6037293,-112.1105869
Dove Valley Park,park,33.7862326,-111.979504
El Reposo Park,park,33.389778,-112.06792
Inter Produce,supermarket,33.4637259,-112.1224084
Phoenix Cemetery,grave_yard,42.2761862,-122.8210486
Hilaria Rodriguez Park,park,33.4490215,-112.0210785
Kid Street Park,park,33.5036338,-112.1078404
Lewis Park,park,33.43567,-112.0535266
Arcadia Montessori School,school,33.4760133,-111.9711515
Armadillo Technical Institute,school,42.2725092,-122.818311
Kyrene De Las Lomas School,school,33.3395141,-111.9954111
EAGLE College Prep,school,33.3713061,-112.1124911
Unknown,park,33.3722274,-112.1153888
Unknown,school,33.3534723,-112.0872816
Unknown,school,33.3622123,-112.0882287
Unknown,school,33.3620722,-112.0474911
Fry's Food and Drug,supermarket,33.3168055,-112.0054435
Academy of Math & Science - South Mountain,school,33.376759,-112.0907819
Arizona Explorer Academy,school,33.3762044,-112.0887073
Valley View School,school,33.3713684,-112.0844104
Kyrene Monte Vista,school,33.3083358,-112.0261336
NFL YET College Prep Academy,school,33.3747168,-112.0717411
South Pointe High School,school,33.3714445,-112.072282
Unknown,school,33.3657658,-112.0678304
Papago Sports Complex,park,33.4694373,-111.9479556
Arizona Cultural Academy & College Prep,school,33.3754537,-111.9927516
Our Lady of Sorrows Academy,school,33.3786326,-112.0624413
RSD Wellness Center,school,33.3787851,-112.057778
91st Psalm Christian School,school,33.3792237,-112.0376667
Arizona Agribusiness & Equine Center,school,33.3792337,-112.0397822
Whittier School,school,33.4701029,-112.0487943
Unknown,school,33.4109592,-112.0682305
Awakening Seed School,school,33.3862827,-111.9961646
Unknown,school,33.3907375,-112.0225143
George Gervin Preparatory Academy,school,33.3926911,-112.0208114
Unknown,school,33.4027759,-112.0347983
"Martin Luther King, Jr. Elementary School",school,33.4044219,-112.032951
Sabis International School,school,33.3977977,-112.0402519
Peace Park,park,33.3987282,-112.05314
T G Barr School,school,33.3854917,-112.0365346
South Pointe Elementary School,school,33.3921342,-112.037321
Unknown,school,33.4053319,-112.0551148
Esperanza Montessori Academy,school,33.4035729,-112.071677
Unknown,school,33.4019655,-112.0717262
Pinnacle Park,park,33.6765756,-112.009393
Advance U Elementary,school,33.3918139,-112.0673498
Roosevelt School,school,33.3915067,-112.0660871
Sunland School,school,33.3975493,-112.0811188
Unknown,school,33.3943716,-112.081413
Phoenix Police Department - South Mountain Precinct,police,33.3931621,-112.0791068
Unknown,school,33.395189,-112.0739344
Unknown,school,33.39296,-112.0946872
Unknown,school,33.690323,-111.9802962
Unknown,school,33.6882361,-111.9801983
Unknown,school,33.7321476,-111.9628307
Unknown,school,33.7323114,-111.9668478
Aviano Neighborhood Park,park,33.6905746,-111.9913393
Unknown,school,33.6929281,-111.9878417
Unknown,school,33.7642038,-111.966968
Unknown,school,33.769116,-111.9875008
Mitchell Elementary School,school,33.4676882,-112.1486705
Royal Palm Park,park,33.5584209,-112.0890931
Unknown,police,33.787757,-111.9691578
Unknown,police,33.6326605,-111.9613363
Unknown,school,33.6372246,-111.9598639
Unknown,hospital,33.6273178,-111.9440981
Milestone Charter School,school,33.6506429,-111.9785688
Scottsdale Christian Academy,school,33.6173919,-111.9790481
Community Montessori School,school,33.5823166,-112.0006366
Gateway Academy,school,33.5817603,-111.9968032
Accelerated Learning Center,school,33.5820926,-111.9924285
Unknown,school,33.5953236,-111.9848486
Unknown,school,33.6268126,-112.0258871
Polaris High School,school,33.6235778,-112.0144848
Unknown,park,33.635529,-112.008715
Unknown,school,33.6315025,-112.0188579
Echo Mountain Primary School,school,33.6494992,-112.0433848
Riverbend Prep,school,33.3954134,-112.1671228
Maurice C Cash Elementary School,school,33.3995907,-112.1411676
Laveen Elementary,school,33.3567381,-112.1500243
Desert Meadows School,school,33.3719197,-112.205461
Country Gardens Charter School,school,33.3900624,-112.1951683
Saint Gregory School,school,33.488884,-112.0988574
Washington School,school,33.5547839,-112.1159737
Bellair Elementary School,school,33.6463913,-112.1616162
Sage K-8 Charter School,school,33.4844948,-112.0133696
Campo Bello Elementary School,school,33.6468915,-112.0254705
El Super,supermarket,33.5084338,-112.1070467
Maryland Avenue School,school,33.5327545,-112.1028532
Food City,supermarket,33.4814274,-112.2019748
Sunrise Pre-School,kindergarten,33.425595,-112.2214719
Unknown,park,33.4327263,-112.2320909
Sierra Vista Elementary School,school,33.3886984,-112.0458412
Fry's Food and Drug,supermarket,33.3795239,-112.170383
Unknown,hospital,33.4797752,-112.0449459
Cortez High School,school,33.5657121,-112.1277792
Arizona Specialty Hospital,hospital,33.4566745,-111.9966027
Mitchell Park,park,33.4673712,-112.1485678
Unknown,park,33.4668045,-112.1489521
Carl Hayden Community High School,school,33.4568294,-112.1323795
Phoenix Christian Grade School,school,33.4751179,-112.0248293
Unknown,school,33.4887772,-112.0226741
Unknown,park,33.4649348,-112.0956912
America's Produce,supermarket,33.4547855,-112.1349153
Fowler Elementary School,school,33.4507645,-112.2051788
Bell Canyon Charter School,school,33.6514112,-112.1161333
Park Meadows Elementary School,school,33.6672595,-112.1357771
HonorHealth Deer Valley Medical Center,hospital,33.6662689,-112.115821
Desert Heights Preparatory Academy,school,33.655552,-112.1356695
Unknown,park,33.5797069,-112.0594243
Greenway High School,school,33.6269958,-112.144559
Ironwood School,school,33.6197908,-112.1431367
Unknown,school,33.5376663,-112.0354313
Saint Simon and Jude School,school,33.5303793,-112.1149327
Bennett Academy,school,33.5249778,-112.1223499
Arts Academy at Estrella Mountain,school,33.4239417,-112.2569945
Western Valley Elementary School,school,33.4313934,-112.1932384
Unknown,school,33.5410759,-112.0884561
Bower Park,park,33.4517839,-112.0282576
Unknown,school,33.5631937,-112.0666876
Maryvale Tot Lot Park,park,33.4858615,-112.1999433
Desert Cove Elementary School,school,33.5868785,-112.0229212
Unknown,school,33.4774148,-112.1419446
Sandpiper Elementary School,school,33.6159132,-111.9355191
Unknown,park,33.4959155,-111.975543
Unknown,park,33.7021327,-112.1549769
John R Davis School,school,33.3897758,-112.0890744
Unknown,park,33.6050593,-112.1218409
Unknown,school,33.5334935,-112.0770404
Desert Winds Elementary School,school,33.6669395,-112.0904598
Unknown,school,33.5001905,-112.2108597
Unknown,school,33.4485724,-112.1271413
S.E.E.K. Early Learning Center,school,33.4690178,-111.9702002
Heritage Academy - Laveen,school,33.3767957,-112.1500999
Raul Castro Middle School,school,33.4782671,-112.2308684
Legacy Traditional School - Laveen,school,33.3767078,-112.1533423
Unknown,park,33.3840363,-112.1609751
Unknown,park,33.3765426,-112.0819472
Horizon Community Learning Center,school,33.2984914,-111.9781625
Kyrene Del Milenio School,school,33.299382,-111.9837427
Desert Vista High School,school,33.2954872,-112.0175009
Kyrene De La Esperanza School,school,33.3120023,-111.993222
Mountain Pointe High School,school,33.3251428,-111.9917703
Unknown,park,33.468639,-112.1526758
Unknown,park,33.4688169,-112.1547986
Unknown,park,33.4673384,-112.1569275
Unknown,park,33.6671223,-112.0874224
Madison Park Middle School,school,33.5010324,-112.0497487
Unknown,hospital,33.4550087,-112.0657602
Reunion Rehabilitation Hospital Phoenix,hospital,33.4543783,-112.0461454
Abraham Lincoln Traditional School,school,33.5811246,-112.1443579
Sahuaro Elementary School,school,33.6026381,-112.1288938
North High School,school,33.4783952,-112.05802
Food City,supermarket,33.3909002,-112.0840303
Freedom Academy,school,33.6339157,-111.9972525
Abrazo Scottsdale Campus,hospital,33.6393298,-111.9983515
Sunset Canyon School,school,33.6575494,-112.0233152
Cesar Chavez High School,school,33.3759337,-112.1452444
Washington School,school,33.4490894,-112.0614332
Mountain View Elementary,school,33.5804032,-112.0836482
Sunnyslope School,school,33.5740946,-112.0706187
Desert View School,school,33.5631877,-112.0684806
Tumbleweed Elementary School,school,33.5936103,-112.1442397
Arroyo Elementary School,school,33.5884283,-112.1580078
Bernard Black Entrepreneurial Academy,school,33.387629,-112.1186301
Arizona Lutheran Academy,school,33.3903655,-112.1186007
Longview School,school,33.4936764,-112.0546372
Osborn Middle School,school,33.5075906,-112.0877957
Lookout Mountain Elementary School,school,33.6247908,-112.0757712
Unknown,school,33.7040873,-112.1471315
Harmon Park,park,33.4346485,-112.0796365
Lowell School,school,33.4360894,-112.0761933
Dunbar School,school,33.440375,-112.0836559
Tierra Montana Encore Community Park,park,33.3400501,-112.1765269
Tierra Montana Passage Community Park,park,33.3402181,-112.1718963
Mary McLeod Bethune School,school,33.4340142,-112.092352
Children First Leadership Academy,school,33.4318429,-112.049207
Osborn School District #8 District Office,school,33.4883022,-112.0881056
Westwood Primary School,school,33.5068178,-112.1073566
Mountain Shadows Elementary School,school,33.6638251,-112.1582108
Unknown,park,33.6558549,-112.1550681
KinderCare,kindergarten,33.3752542,-112.1678979
Sun Valley Academy,school,33.3769548,-112.115336
Food City,supermarket,33.3804919,-112.0711544
Champion Schools - South Mountain,school,33.3751969,-112.0696668
South Pointe Junior High School/Quest High School,school,33.3735381,-112.0717263
Paideia Liberal Arts Academy,school,33.3771271,-112.0495637
Paideia Academy,school,33.3759253,-112.0481009
John F. Kennedy Academy of Inquiry,school,33.3839879,-112.0571459
Amy Houston Academy,school,33.3806727,-112.057116
C.O. Greenfield Academy of Design & Innovation,school,33.3822404,-112.0571243
Walmart Neighborhood Market,supermarket,33.3760475,-112.0293055
Tutor Time,kindergarten,33.3787481,-112.0093074
Skyline Prep High School,school,33.3792154,-111.9971197
South Phoenix Prep & Arts Academy,school,33.3797737,-111.9971112
Orangewood School,school,33.5450775,-112.0977612
Lexington Life Academy - Maryvale Campus,school,33.4943622,-112.1959097
Esperanza Elementary,school,33.673742,-112.0768793
Creighton School District Administration,school,33.4858527,-112.0226622
Unknown,park,33.455649,-111.9674411
Unknown,park,33.459289,-112.0741243
Idylwilde Park,park,33.4915687,-112.0572002
Equestrian Arena Park,park,33.3348544,-112.0049488
Unknown,school,33.5300669,-112.0612695
Unknown,park,33.4982629,-111.9879581
Shadow Mountain High School,school,33.5842367,-112.0193655
Shea Middle School,school,33.5842228,-112.0229111
Basis Phoenix,school,33.5937657,-112.0142594
Swing Park,park,33.7907903,-112.1223495
Basketball Park,park,33.7911256,-112.1236344
Volleyball Park,park,33.7937984,-112.1247766
Bones Park,park,33.7937754,-112.1257101
Springfield University Hospital,hospital,51.4369882,-0.1707934
Cypress Ridge Common Area,park,33.4148377,-112.1826449
Cypress Ridge Common Area,park,33.4149981,-112.185147
Cypress Ridge Common Area,park,33.41368,-112.1851736
Cypress Ridge Common Area,park,33.412137,-112.1846308
